position_grid,position_final,dr_position_champ,dr_points,milliseconds,fastestLapTime,ct_points,ct_position,ct_wins,dr_wins,pt_stop,pt_dur_milliseconds,run_win,status
2,1,1,25.0,6030115,1:23.849,378.0,1,10,5,3,21607.0,1,Finished
1,2,2,18.0,6032092,1:23.670,378.0,1,10,5,3,21792.0,0,Finished
3,3,3,15.0,6057654,1:24.608,223.0,3,1,0,3,22123.5,0,Finished
4,5,5,10.0,6078774,1:24.687,223.0,3,1,1,3,22038.0,0,Finished
5,4,4,12.0,6058328,1:24.383,224.0,2,0,0,3,21587.5,0,Finished
14,6,6,8.0,6079159,1:23.086,224.0,2,0,0,3,21904.0,0,Finished
2,1,1,25.0,5444200,1:18.746,415.0,1,11,6,6,18543.0,1,Finished
1,4,4,12.0,5460045,1:19.122,415.0,1,11,5,6,22331.0,0,Finished
3,2,2,18.0,5451196,1:18.442,256.0,2,1,0,6,18893.666666666668,0,Finished
4,3,3,15.0,5457613,1:18.910,256.0,2,1,1,6,19040.333333333332,0,Finished
6,5,5,10.0,5476770,1:18.710,242.0,3,0,0,6,19234.0,0,Finished
5,6,6,8.0,5481223,1:19.572,242.0,3,0,0,6,20353.333333333332,0,Finished
8,7,7,6.0,5514249,1:20.056,81.0,5,0,0,6,19553.0,0,Finished
1,1,1,25.0,6291058,1:51.746,455.0,1,12,6,3,509373.0,1,Finished
21,3,3,15.0,6318692,1:51.583,455.0,1,12,6,6,349084.3333333333,0,Finished
5,2,2,18.0,6305171,1:52.461,274.0,2,1,0,3,510466.0,0,Finished
2,11,11,0.0,6362196,1:53.281,274.0,2,1,1,10,268934.75,0,Finished
7,4,4,12.0,6326965,1:53.530,103.0,4,0,0,6,348682.3333333333,0,Finished
6,5,5,10.0,6331718,1:53.414,103.0,4,0,0,6,348906.3333333333,0,Finished
4,6,6,8.0,6336452,1:52.728,252.0,3,0,0,6,347892.0,0,Finished
3,9,9,2.0,6352167,1:53.498,252.0,3,0,0,10,269089.75,0,Finished
8,8,8,4.0,6351209,1:54.120,101.0,5,0,0,6,347612.0,0,Finished
10,10,10,1.0,6356931,1:54.342,101.0,5,0,0,6,348554.3333333333,0,Finished
18,12,12,0.0,6364935,1:54.335,28.0,8,0,0,6,348556.3333333333,0,Finished
11,13,13,0.0,6367532,1:53.803,28.0,8,0,0,6,348726.0,0,Finished
19,14,14,0.0,6378155,1:52.081,45.0,7,0,0,6,349062.6666666667,0,Finished
13,15,15,0.0,6384223,1:53.251,6.0,9,0,0,10,267210.75,0,Finished
2,1,1,25.0,4648089,1:26.599,498.0,1,13,7,1,25550.0,1,Finished
1,2,2,18.0,4663159,1:26.303,498.0,1,13,6,1,23633.0,0,Finished
3,3,3,15.0,4669079,1:26.310,279.0,3,0,0,3,25252.5,0,Finished
4,4,4,12.0,4675650,1:26.016,279.0,3,0,0,3,24197.5,0,Finished
6,5,5,10.0,4693384,1:25.919,290.0,2,1,0,3,23689.0,0,Finished
7,7,7,6.0,4702325,1:26.405,290.0,2,1,1,3,24218.5,0,Finished
5,6,6,8.0,4699104,1:26.708,111.0,4,0,0,3,24030.0,0,Finished
11,9,9,2.0,4713706,1:26.400,111.0,4,0,0,3,23881.0,0,Finished
8,8,8,4.0,4713043,1:26.920,108.0,5,0,0,3,24285.0,0,Finished
9,10,10,1.0,4726745,1:26.954,108.0,5,0,0,3,24298.0,0,Finished
1,1,1,25.0,6948950,1:50.296,538.0,1,14,8,6,28622.0,1,Finished
3,3,3,15.0,6956988,1:47.752,538.0,1,14,6,10,27584.75,0,Finished
2,2,2,18.0,6949438,1:47.187,316.0,2,1,0,10,28099.5,0,Finished
4,6,6,8.0,7020147,1:49.050,316.0,2,1,1,10,28089.25,0,Finished
5,4,4,12.0,6959169,1:48.204,301.0,3,0,0,10,28001.0,0,Finished
22,5,5,10.0,6976644,1:47.345,301.0,3,0,0,6,27552.333333333332,0,Finished
9,7,7,6.0,7038148,1:51.249,54.0,6,0,0,6,28143.666666666668,0,Finished
17,8,8,4.0,7060012,1:51.517,112.0,4,0,0,3,30781.5,0,Finished
7,9,9,2.0,7060507,1:50.944,47.0,7,0,0,6,28030.0,0,Finished
15,10,10,1.0,7068902,1:50.858,7.0,9,0,0,6,28109.666666666668,0,Finished
4,1,1,25.0,5832776,1:37.449,359.0,2,2,1,3,24302.5,1,Finished
3,2,2,18.0,5835219,1:37.376,359.0,2,2,1,6,25355.0,0,Finished
2,3,3,15.0,5858292,1:36.424,553.0,1,14,8,6,23962.333333333332,0,Finished
6,4,4,12.0,5861561,1:37.466,313.0,3,0,0,6,24601.666666666668,0,Finished
11,5,5,10.0,5894358,1:39.199,121.0,5,0,0,1,23828.0,0,Finished
7,6,6,8.0,5896570,1:39.328,124.0,4,0,0,3,25485.5,0,Finished
8,8,8,4.0,5906838,1:37.793,124.0,4,0,0,6,25271.0,0,Finished
22,7,7,6.0,5897981,1:38.291,62.0,6,0,0,6,24392.0,0,Finished
9,9,9,2.0,5914592,1:38.740,62.0,6,0,0,3,24691.5,0,Finished
19,10,10,1.0,5928242,1:39.350,8.0,9,0,0,1,23928.0,0,Finished
16,11,11,0.0,5931654,1:39.243,47.0,7,0,0,3,24436.5,0,Finished
1,1,1,25.0,5203333,1:36.049,593.0,1,15,9,3,22911.5,1,Finished
2,3,3,15.0,5209109,1:35.152,593.0,1,15,6,3,22860.5,0,Finished
3,2,2,18.0,5208311,1:36.386,385.0,2,2,1,3,22821.5,0,Finished
4,6,6,8.0,5237274,1:35.511,385.0,2,2,1,3,24428.5,0,Finished
6,4,4,12.0,5223602,1:35.118,335.0,3,0,0,3,23056.5,0,Finished
8,5,5,10.0,5231703,1:35.990,335.0,3,0,0,3,23003.0,0,Finished
5,7,7,6.0,5260828,1:36.756,134.0,4,0,0,3,23163.0,0,Finished
9,8,8,4.0,5262510,1:37.351,134.0,4,0,0,3,22892.0,0,Finished
12,9,9,2.0,5301096,1:37.785,124.0,5,0,0,1,22463.0,0,Finished
11,10,10,1.0,5301656,1:37.844,124.0,5,0,0,1,25007.0,0,Finished
7,11,11,0.0,5302587,1:37.020,28.0,8,0,0,3,24585.0,0,Finished
1,1,1,25.0,5892618,1:42.386,636.0,1,16,7,3,23588.0,1,Finished
2,2,2,18.0,5897138,1:41.897,636.0,1,16,9,3,23837.5,0,Finished
3,3,3,15.0,5912310,1:42.555,400.0,2,2,1,3,23745.0,0,Finished
6,4,4,12.0,5935752,1:39.877,347.0,3,0,0,6,24133.666666666668,0,Finished
12,5,5,10.0,5986571,1:43.502,74.0,6,0,0,3,24491.5,0,Finished
10,6,6,8.0,5988742,1:42.832,55.0,7,0,0,3,24529.5,0,Finished
1,1,1,25.0,6031402,1:22.596,679.0,1,17,8,1,21709.0,1,Finished
2,2,2,18.0,6039756,1:22.792,679.0,1,17,9,1,21997.0,0,Finished
4,3,3,15.0,6052260,1:21.134,427.0,2,2,1,3,22265.0,0,Finished
3,4,4,12.0,6052725,1:22.887,427.0,2,2,1,1,21775.0,0,Finished
7,5,5,10.0,6058715,1:22.497,365.0,3,0,0,1,22035.0,0,Finished
6,6,6,8.0,6080778,1:22.512,365.0,3,0,0,3,22686.0,0,Finished
5,7,7,6.0,6090293,1:23.288,145.0,4,0,0,1,22134.0,0,Finished
12,10,10,1.0,6108200,1:23.607,145.0,4,0,0,1,22213.0,0,Finished
8,8,8,4.0,6097014,1:23.540,136.0,5,0,0,1,22396.0,0,Finished
9,9,9,2.0,6107608,1:23.576,136.0,5,0,0,1,21863.0,0,Finished
1,1,1,25.0,10861335,1:25.639,722.0,1,18,9,3,1746204.5,1,Finished
2,2,2,18.0,10872790,1:26.222,722.0,1,18,9,3,1745685.5,0,Finished
4,3,3,15.0,10882816,1:25.305,446.0,2,2,1,15,712747.6,0,Finished
6,8,8,4.0,10891821,1:25.532,446.0,2,2,1,15,714418.0,0,Finished
9,4,4,12.0,10886681,1:27.093,163.0,4,0,0,3,1745344.0,0,Finished
8,7,7,6.0,10891162,1:26.728,163.0,4,0,0,6,1172696.6666666667,0,Finished
5,5,5,10.0,10887669,1:26.195,375.0,3,0,0,6,1174847.0,0,Finished
15,6,6,8.0,10890495,1:27.153,63.0,7,0,0,3,1745940.5,0,Finished
14,13,13,0.0,10912527,1:27.476,63.0,7,0,0,10,886691.75,0,Finished
21,9,9,2.0,10903955,1:27.547,2.0,10,0,0,3,1745710.0,0,Finished
10,10,10,1.0,10905767,1:27.104,75.0,6,0,0,6,1172476.0,0,Finished
17,16,16,0.0,10943329,1:26.983,75.0,6,0,0,15,713800.2,0,Finished
11,11,11,0.0,10906627,1:26.062,136.0,5,0,0,10,885567.5,0,Finished
22,12,12,0.0,10907144,1:27.796,1.0,11,0,0,3,1747072.0,0,Finished
19,15,15,0.0,10921833,1:27.919,1.0,11,0,0,6,1172984.0,0,Finished
18,14,14,0.0,10912890,1:26.524,8.0,9,0,0,10,885676.0,0,Finished
1,1,1,25.0,5884013,1:45.137,765.0,1,19,10,3,21977.5,1,Finished
2,2,2,18.0,5884452,1:45.261,765.0,1,19,9,3,22485.5,0,Finished
5,3,3,15.0,5884856,1:43.729,398.0,3,0,0,3,21791.5,0,Finished
4,6,6,8.0,5902829,1:45.163,398.0,3,0,0,3,22023.0,0,Finished
6,4,4,12.0,5885698,1:45.187,468.0,2,2,1,1,21221.0,0,Finished
3,5,5,10.0,5889328,1:44.889,468.0,2,2,1,3,21926.0,0,Finished
7,7,7,6.0,5934127,1:45.949,173.0,4,0,0,3,21658.0,0,Finished
8,8,8,4.0,5942789,1:45.249,173.0,4,0,0,3,21660.0,0,Finished
10,9,9,2.0,5943449,1:45.675,138.0,5,0,0,3,21657.0,0,Finished
9,10,10,1.0,5943909,1:44.495,76.0,6,0,0,3,22338.0,0,Finished
14,11,11,0.0,5960790,1:44.970,29.0,8,0,0,3,22682.5,0,Finished
13,12,12,0.0,5979126,1:45.928,29.0,8,0,0,3,22067.0,0,Finished
2,1,1,25.0,5051672,1:26.638,37.0,1,1,1,1,21988.0,1,Finished
4,4,4,12.0,5074065,1:26.538,37.0,1,1,0,1,22033.0,0,Finished
1,2,2,18.0,5061647,1:27.033,33.0,2,0,0,1,21709.0,0,Finished
3,3,3,15.0,5062922,1:26.593,33.0,2,0,0,1,21440.0,0,Finished
5,5,5,10.0,5080499,1:26.964,10.0,3,0,0,1,22208.0,0,Finished
7,6,6,8.0,5135058,1:28.045,8.0,4,0,0,1,21568.0,0,Finished
1,1,1,25.0,5856158,1:35.378,66.0,1,1,1,10,20255.0,1,Finished
3,6,6,8.0,5904966,1:35.849,66.0,1,1,0,10,22817.5,0,Finished
2,2,2,18.0,5862408,1:35.423,65.0,2,1,1,15,19487.0,0,Finished
4,5,5,10.0,5904234,1:36.003,65.0,2,1,0,10,20569.5,0,Finished
16,3,3,15.0,5901350,1:36.722,37.0,3,0,0,10,20162.0,0,Finished
5,4,4,12.0,5902193,1:36.791,37.0,3,0,0,10,20234.5,0,Finished
11,7,7,6.0,5929051,1:37.398,12.0,4,0,0,10,18722.75,0,Finished
3,1,1,25.0,5633374,1:33.826,102.0,1,2,2,3,24508.0,1,Finished
5,4,4,12.0,5655849,1:33.720,102.0,1,2,0,3,26143.0,0,Finished
2,2,2,18.0,5640034,1:32.798,99.0,2,1,1,3,30684.5,0,Finished
1,3,3,15.0,5653771,1:34.087,99.0,2,1,0,3,26454.0,0,Finished
4,5,5,10.0,5672720,1:33.495,47.0,3,0,0,3,25256.0,0,Finished
8,6,6,8.0,5687700,1:34.256,16.0,5,0,0,3,24972.0,0,Finished
18,7,7,6.0,5695980,1:34.609,17.0,4,0,0,3,24481.0,0,Finished
14,10,10,1.0,5729085,1:35.179,17.0,4,0,0,3,24584.5,0,Finished
9,8,8,4.0,5708239,1:34.948,8.0,7,0,0,3,25020.0,0,Finished
7,9,9,2.0,5713562,1:35.372,2.0,8,0,0,3,25884.5,0,Finished
3,1,1,25.0,5288743,1:37.367,136.0,1,2,1,1,29356.0,1,Finished
4,4,4,12.0,5325063,1:38.398,136.0,1,2,1,1,29739.0,0,Finished
1,2,2,18.0,5289360,1:37.312,135.0,2,2,2,1,30097.0,0,Finished
2,3,3,15.0,5299743,1:36.844,135.0,2,2,0,1,30152.0,0,Finished
7,5,5,10.0,5349159,1:38.429,57.0,3,0,0,1,29567.0,0,Finished
9,6,6,8.0,5375531,1:38.661,31.0,4,0,0,1,29868.0,0,Finished
10,7,7,6.0,5383747,1:38.745,31.0,4,0,0,1,30253.0,0,Finished
8,8,8,4.0,5384931,1:38.418,6.0,8,0,0,1,30280.0,0,Finished
1,1,1,25.0,5756497,1:23.593,161.0,1,3,2,3,21633.0,1,Finished
2,2,2,18.0,5759987,1:23.674,153.0,2,2,2,3,22403.0,0,Finished
6,3,3,15.0,5832317,1:23.686,72.0,3,0,0,3,21864.5,0,Finished
2,1,1,25.0,6284340,1:15.238,196.0,1,3,3,1,24306.0,1,Finished
1,2,2,18.0,6287485,1:15.527,196.0,1,3,0,1,24833.0,0,Finished
5,3,3,15.0,6288085,1:15.756,97.0,3,0,0,1,24183.0,0,Finished
4,5,5,10.0,6290539,1:16.329,97.0,3,0,0,3,25510.5,0,Finished
3,4,4,12.0,6289857,1:16.439,179.0,2,3,1,1,24308.0,0,Finished
13,7,7,6.0,6300141,1:15.825,179.0,2,3,2,1,24155.0,0,Finished
6,6,6,8.0,6296378,1:16.649,29.0,5,0,0,1,24427.0,0,Finished
8,8,8,4.0,6302490,1:17.095,14.0,8,0,0,1,24660.0,0,Finished
11,10,10,1.0,6305783,1:16.313,14.0,8,0,0,3,25509.5,0,Finished
14,9,9,2.0,6303785,1:16.543,20.0,6,0,0,3,24738.0,0,Finished
16,11,11,0.0,6307077,1:16.614,14.0,7,0,0,1,25472.0,0,Finished
15,12,12,0.0,6308065,1:16.482,53.0,4,0,0,6,24479.0,0,Finished
7,13,13,0.0,6323429,1:14.820,53.0,4,0,0,6,30608.0,0,Finished
1,1,1,25.0,5585154,1:14.551,222.0,1,4,3,1,23061.0,1,Finished
3,2,2,18.0,5604937,1:15.894,222.0,1,4,1,1,22946.0,0,Finished
6,3,3,15.0,5620451,1:16.165,112.0,3,0,0,1,23309.0,0,Finished
2,4,4,12.0,5621061,1:14.719,214.0,2,3,3,3,27470.5,0,Finished
4,7,7,6.0,5643786,1:15.388,214.0,2,3,0,3,23630.0,0,Finished
8,5,5,10.0,5625630,1:16.367,71.0,4,0,0,1,23229.0,0,Finished
9,6,6,8.0,5625870,1:16.247,71.0,4,0,0,1,23409.0,0,Finished
10,8,8,4.0,5645528,1:16.136,18.0,7,0,0,1,26764.0,0,Finished
10,1,1,25.0,7435573,1:44.882,137.0,3,1,1,10,343009.25,1,Finished
2,2,2,18.0,7439477,1:43.925,250.0,1,4,1,10,346289.5,0,Finished
1,5,5,10.0,7441761,1:43.469,250.0,1,4,3,10,343361.25,0,Finished
8,3,3,15.0,7439582,1:45.108,37.0,5,0,0,6,450226.6666666667,0,Finished
4,4,4,12.0,7441549,1:43.441,226.0,2,3,3,10,343839.5,0,Finished
7,6,6,8.0,7465871,1:45.634,79.0,4,0,0,10,345271.0,0,Finished
12,7,7,6.0,7477326,1:46.312,21.0,7,0,0,6,449407.6666666667,0,Finished
15,8,8,4.0,7484973,1:45.866,33.0,6,0,0,6,449899.6666666667,0,Finished
19,9,9,2.0,7495124,1:45.168,2.0,10,0,0,6,449836.0,0,Finished
18,12,12,0.0,7527733,1:46.648,2.0,10,0,0,10,342788.75,0,Finished
14,10,10,1.0,7524666,1:47.120,5.0,9,0,0,15,285272.0,0,Finished
17,11,11,0.0,7527367,1:47.186,5.0,9,0,0,6,454969.0,0,Finished
1,1,1,25.0,4908523,1:07.847,287.0,1,5,2,1,22387.0,1,Finished
8,4,4,12.0,4915953,1:07.411,287.0,1,5,3,1,20761.0,0,Finished
2,2,2,18.0,4909181,1:07.496,254.0,2,3,3,1,21750.0,0,Finished
3,5,5,10.0,4928893,1:07.486,254.0,2,3,0,1,21662.0,0,Finished
4,3,3,15.0,4914535,1:07.442,152.0,3,1,1,1,21713.0,0,Finished
6,6,6,8.0,4981683,1:08.590,29.0,7,0,0,1,22026.0,0,Finished
1,1,1,25.0,4887430,1:30.621,330.0,1,6,4,1,27733.0,1,Finished
9,2,2,18.0,4901493,1:30.905,330.0,1,6,2,1,27858.0,0,Finished
2,3,3,15.0,4924000,1:31.517,275.0,2,3,0,3,28766.5,0,Finished
3,7,7,6.0,4981419,1:31.872,275.0,2,3,3,3,31783.5,0,Finished
4,4,4,12.0,4939555,1:30.678,174.0,3,1,0,3,28601.5,0,Finished
19,5,5,10.0,4953385,1:31.874,174.0,3,1,1,1,27910.0,0,Finished
5,6,6,8.0,4955539,1:32.577,26.0,8,0,0,1,30841.0,0,Finished
1,1,1,25.0,5986713,1:20.807,318.0,2,4,4,1,22317.0,1,Finished
2,2,2,18.0,5987621,1:20.461,318.0,2,4,0,1,21919.0,0,Finished
3,3,3,15.0,5999175,1:21.214,357.0,1,6,2,1,22681.0,0,Finished
4,4,4,12.0,5999598,1:20.818,357.0,1,6,4,1,21338.0,0,Finished
5,5,5,10.0,5999989,1:20.490,184.0,3,1,0,1,33605.0,0,Finished
7,6,6,8.0,6057936,1:20.182,11.0,9,0,0,1,22399.0,0,Finished
1,1,1,25.0,5082820,1:46.603,392.0,1,7,5,3,22197.0,1,Finished
3,5,5,10.0,5099276,1:47.721,392.0,1,7,2,3,22941.0,0,Finished
2,2,2,18.0,5085178,1:46.577,348.0,2,4,4,3,24046.5,0,Finished
4,4,4,12.0,5097291,1:47.730,348.0,2,4,0,6,25289.666666666668,0,Finished
6,3,3,15.0,5093611,1:47.549,199.0,3,1,1,3,23040.0,0,Finished
7,6,6,8.0,5110907,1:48.922,34.0,8,0,0,3,23523.0,0,Finished
14,13,13,0.0,5136059,1:49.283,34.0,8,0,0,3,25438.0,0,Finished
11,7,7,6.0,5114373,1:49.087,35.0,7,0,0,3,22840.5,0,Finished
12,15,15,0.0,5150082,1:49.126,35.0,7,0,0,6,23157.666666666668,0,Finished
16,8,8,4.0,5119469,1:49.637,45.0,5,0,0,3,22879.5,0,Finished
15,11,11,0.0,5131819,1:50.543,45.0,5,0,0,3,23903.0,0,Finished
9,9,9,2.0,5120974,1:49.721,103.0,4,0,0,6,25403.333333333332,0,Finished
13,10,10,1.0,5122267,1:49.709,40.0,6,0,0,3,24232.5,0,Finished
19,12,12,0.0,5132760,1:49.708,40.0,6,0,0,3,22892.5,0,Finished
20,14,14,0.0,5139898,1:49.907,11.0,9,0,0,3,26540.5,0,Finished
17,16,16,0.0,5152531,1:50.775,5.0,10,0,0,6,23670.666666666668,0,Finished
1,1,1,25.0,4532312,1:23.488,435.0,1,8,6,1,23725.0,1,Finished
4,2,2,18.0,4536783,1:23.488,435.0,1,8,2,1,23728.0,0,Finished
6,3,3,15.0,4568629,1:23.897,373.0,2,4,4,1,24307.0,0,Finished
5,5,5,10.0,4592394,1:25.054,373.0,2,4,0,1,25367.0,0,Finished
16,4,4,12.0,4572647,1:23.361,212.0,3,1,1,1,23951.0,0,Finished
3,6,6,8.0,4603840,1:25.054,113.0,4,0,0,1,24432.0,0,Finished
10,9,9,2.0,4607588,1:24.968,113.0,4,0,0,1,25377.0,0,Finished
2,7,7,6.0,4606468,1:25.625,55.0,5,0,0,1,26131.0,0,Finished
7,8,8,4.0,4607146,1:25.477,55.0,5,0,0,1,25078.0,0,Finished
5,1,1,25.0,7403544,1:45.008,475.0,1,9,7,10,26903.25,1,Finished
6,3,3,15.0,7412344,1:45.405,475.0,1,9,2,10,27583.0,0,Finished
3,2,2,18.0,7408051,1:45.301,230.0,3,1,1,15,27655.4,0,Finished
10,4,4,12.0,7426366,1:46.537,52.0,6,0,0,10,28897.5,0,Finished
12,5,5,10.0,7428903,1:46.731,124.0,4,0,0,15,28125.2,0,Finished
14,10,10,1.0,7448339,1:47.677,124.0,4,0,0,21,28772.0,0,Finished
11,6,6,8.0,7430803,1:46.722,42.0,7,0,0,15,28431.4,0,Finished
9,7,7,6.0,7433932,1:46.722,17.0,9,0,0,15,29834.8,0,Finished
18,8,8,4.0,7445240,1:47.512,59.0,5,0,0,10,30423.25,0,Finished
17,11,11,0.0,7450080,1:47.055,59.0,5,0,0,21,30731.5,0,Finished
15,9,9,2.0,7446826,1:47.637,37.0,8,0,0,10,31513.0,0,Finished
3,1,1,25.0,5401290,1:34.467,270.0,3,2,1,1,23652.0,1,Finished
4,3,3,15.0,5423809,1:34.770,270.0,3,2,1,1,24199.0,0,Finished
1,2,2,18.0,5414060,1:34.452,503.0,1,9,7,1,23489.0,0,Finished
5,5,5,10.0,5457311,1:35.284,503.0,1,9,2,1,23676.0,0,Finished
20,4,4,12.0,5438652,1:34.080,385.0,2,4,4,1,23695.0,0,Finished
9,6,6,8.0,5479920,1:35.591,133.0,4,0,0,1,24314.0,0,Finished
1,1,1,25.0,5251194,1:33.780,540.0,1,10,8,1,22724.0,1,Finished
6,4,4,12.0,5261774,1:33.144,540.0,1,10,2,1,22876.0,0,Finished
4,2,2,18.0,5252405,1:33.730,303.0,3,2,1,1,22620.0,0,Finished
3,3,3,15.0,5260873,1:33.694,303.0,3,2,1,1,23796.0,0,Finished
10,5,5,10.0,5283816,1:33.175,395.0,2,4,0,1,23699.0,0,Finished
5,6,6,8.0,5318982,1:34.843,147.0,4,0,0,1,24078.0,0,Finished
7,7,7,6.0,5322618,1:34.744,147.0,4,0,0,1,23634.0,0,Finished
12,8,8,4.0,5340147,1:35.338,43.0,7,0,0,1,23065.0,0,Finished
13,9,9,2.0,5341077,1:35.347,43.0,7,0,0,1,22781.0,0,Finished
1,1,1,25.0,5630991,1:38.776,575.0,1,11,9,1,23402.0,1,Finished
3,5,5,10.0,5665958,1:37.767,575.0,1,11,2,3,23356.5,0,Finished
2,2,2,18.0,5641134,1:37.766,428.0,2,4,4,3,23960.0,0,Finished
5,3,3,15.0,5646770,1:38.809,428.0,2,4,0,1,23575.0,0,Finished
16,4,4,12.0,5647759,1:38.060,315.0,3,2,1,3,23874.0,0,Finished
6,6,6,8.0,5721971,1:40.499,159.0,4,0,0,1,24502.0,0,Finished
7,7,7,6.0,5723935,1:40.462,48.0,7,0,0,1,24525.0,0,Finished
2,1,1,25.0,5786552,1:18.892,340.0,3,3,2,1,22570.0,1,Finished
4,2,2,18.0,5806230,1:19.374,595.0,1,11,2,1,21758.0,0,Finished
5,3,3,15.0,5840559,1:20.054,455.0,2,4,0,1,22540.0,0,Finished
1,4,4,12.0,5856630,1:18.785,455.0,2,4,4,3,27208.0,0,Finished
2,1,1,25.0,5486262,1:12.539,495.0,2,5,5,10,19373.0,1,Finished
3,3,3,15.0,5490862,1:12.492,495.0,2,5,0,10,19730.0,0,Finished
1,2,2,18.0,5489024,1:12.466,625.0,1,11,2,10,19348.0,0,Finished
20,4,4,12.0,5491730,1:11.845,625.0,1,11,9,10,20115.0,0,Finished
4,5,5,10.0,5519202,1:11.044,358.0,3,3,2,15,20116.2,0,Finished
14,6,6,8.0,5534953,1:12.029,358.0,3,3,1,10,21372.0,0,Finished
9,7,7,6.0,5555144,1:13.452,82.0,5,0,0,10,19248.5,0,Finished
6,8,8,4.0,5555625,1:13.451,28.0,9,0,0,10,19328.75,0,Finished
5,9,9,2.0,5555762,1:13.052,177.0,4,0,0,10,19368.25,0,Finished
1,1,1,25.0,5654062,1:40.650,668.0,1,12,3,1,21478.0,1,Finished
2,2,2,18.0,5657961,1:41.473,668.0,1,12,9,1,21274.0,0,Finished
3,3,3,15.0,5673392,1:40.770,522.0,2,5,5,1,21221.0,0,Finished
5,4,4,12.0,5699448,1:42.338,522.0,2,5,0,1,21609.0,0,Finished
6,5,5,10.0,5700331,1:42.028,368.0,3,3,2,1,21269.0,0,Finished
7,6,6,8.0,5739775,1:42.376,57.0,6,0,0,1,29724.0,0,Finished
8,7,7,6.0,5746124,1:42.689,187.0,4,0,0,1,21869.0,0,Finished
9,8,8,4.0,5752973,1:42.609,187.0,4,0,0,1,21865.0,0,Finished
3,1,1,25.0,5373283,1:26.469,40.0,1,1,1,1,21787.0,1,Finished
2,3,3,15.0,5379592,1:26.373,40.0,1,1,0,1,21421.0,0,Finished
1,2,2,18.0,5378319,1:26.444,22.0,2,0,0,1,21821.0,0,Finished
15,8,8,4.0,5407622,1:27.019,22.0,2,0,0,1,21664.0,0,Finished
8,4,4,12.0,5380352,1:25.945,20.0,3,0,0,1,21440.0,0,Finished
4,6,6,8.0,5402228,1:26.880,20.0,3,0,0,1,20953.0,0,Finished
10,5,5,10.0,5401169,1:26.978,12.0,4,0,0,1,22573.0,0,Finished
11,9,9,2.0,5408204,1:26.958,12.0,4,0,0,1,22474.0,0,Finished
7,7,7,6.0,5405954,1:27.081,7.0,5,0,0,1,22628.0,0,Finished
9,10,10,1.0,5419005,1:27.944,7.0,5,0,0,1,23868.0,0,Finished
12,11,11,0.0,5420100,1:27.633,0.0,6,0,0,1,22327.0,0,Finished
14,12,12,0.0,5433561,1:27.600,0.0,6,0,0,1,21854.0,0,Finished
18,13,13,0.0,5449042,1:28.759,0.0,7,0,0,3,22539.0,0,Finished
13,14,14,0.0,5451571,1:28.511,0.0,8,0,0,3,23450.5,0,Finished
1,1,1,25.0,5521940,1:34.453,65.0,1,2,2,1,24524.0,1,Finished
3,2,2,18.0,5522639,1:33.740,55.0,2,0,0,1,26105.0,0,Finished
9,3,3,15.0,5528452,1:33.953,55.0,2,0,0,1,24302.0,0,Finished
5,4,4,12.0,5584174,1:34.863,12.0,6,0,0,3,24896.0,0,Finished
6,5,5,10.0,5596986,1:34.327,10.0,7,0,0,3,24867.5,0,Finished
7,6,6,8.0,5620964,1:34.667,15.0,5,0,0,3,24418.0,0,Finished
6,1,1,25.0,5736380,1:35.785,55.0,3,1,1,3,22866.5,1,Finished
5,5,5,10.0,5756816,1:36.206,55.0,3,1,0,3,22655.5,0,Finished
3,2,2,18.0,5745274,1:36.987,85.0,1,0,0,1,22097.0,0,Finished
4,4,4,12.0,5753365,1:36.878,85.0,1,0,0,1,22464.0,0,Finished
2,3,3,15.0,5746017,1:36.456,84.0,2,2,0,1,22913.0,0,Finished
1,8,8,4.0,5771666,1:37.479,84.0,2,2,2,1,23009.0,0,Finished
7,6,6,8.0,5757432,1:36.881,25.0,5,0,0,3,23475.5,0,Finished
9,9,9,2.0,5772143,1:37.754,25.0,5,0,0,3,23526.0,0,Finished
13,7,7,6.0,5767019,1:37.234,28.0,4,0,0,1,24110.0,0,Finished
14,13,13,0.0,5785753,1:38.137,28.0,4,0,0,1,23730.0,0,Finished
11,10,10,1.0,5775974,1:38.152,11.0,7,0,0,1,22973.0,0,Finished
10,17,17,0.0,5801676,1:37.410,11.0,7,0,0,3,23358.0,0,Finished
12,11,11,0.0,5780430,1:37.985,1.0,9,0,0,3,22959.0,0,Finished
8,12,12,0.0,5781105,1:37.673,1.0,9,0,0,3,22595.0,0,Finished
18,14,14,0.0,5791870,1:38.500,0.0,10,0,0,1,22661.0,0,Finished
16,15,15,0.0,5794621,1:38.624,0.0,10,0,0,3,23219.5,0,Finished
20,16,16,0.0,5798984,1:38.386,2.0,8,0,0,1,22785.0,0,Finished
19,19,19,0.0,5818955,1:38.808,2.0,8,0,0,1,23392.0,0,Finished
17,18,18,0.0,5802710,1:38.367,12.0,6,0,0,3,29300.0,0,Finished
2,1,1,25.0,6224291,1:45.412,110.0,2,1,1,3,20853.0,1,Finished
6,2,2,18.0,6226751,1:46.523,114.0,1,2,0,3,25580.5,0,Finished
1,4,4,12.0,6229620,1:45.530,114.0,1,2,2,3,20430.0,0,Finished
8,3,3,15.0,6228315,1:46.206,16.0,6,0,0,3,27141.5,0,Finished
