position_grid,position_final,dr_position_champ,dr_points,milliseconds,fastestLapTime,ct_points,ct_position,ct_wins,dr_wins,pt_stop,pt_dur_milliseconds,run_win,status
1,1,1,25.0,5370259,1:29.844,35.0,1,1,1,3,23319.5,1,Finished
3,5,5,10.0,5408430,1:29.600,35.0,1,1,0,6,24058.666666666668,0,Finished
2,2,2,18.0,5392556,1:30.314,26.0,2,0,0,3,23213.0,0,Finished
4,6,6,8.0,5424563,1:29.883,26.0,2,0,0,6,20950.333333333332,0,Finished
6,3,3,15.0,5400819,1:30.064,15.0,4,0,0,3,25109.0,0,Finished
5,4,4,12.0,5402031,1:29.487,18.0,3,0,0,6,24055.0,0,Finished
8,7,7,6.0,5455445,1:28.947,18.0,3,0,0,6,24145.666666666668,0,Finished
1,1,1,25.0,5859832,1:41.539,72.0,1,2,2,6,22408.333333333332,1,Finished
3,4,4,12.0,5886216,1:40.571,72.0,1,2,0,10,22198.25,0,Finished
4,2,2,18.0,5863093,1:41.264,48.0,2,0,0,6,22451.333333333332,0,Finished
2,8,8,4.0,5929789,1:41.512,48.0,2,0,0,10,23252.75,0,Finished
6,3,3,15.0,5884907,1:41.547,30.0,4,0,0,6,23241.0,0,Finished
7,5,5,10.0,5896790,1:41.999,36.0,3,0,0,6,24886.0,0,Finished
5,6,6,8.0,5897080,1:40.717,36.0,3,0,0,10,24510.0,0,Finished
10,7,7,6.0,5926271,1:42.095,6.0,5,0,0,3,23361.0,0,Finished
11,9,9,2.0,5944728,1:42.491,2.0,8,0,0,6,22354.666666666668,0,Finished
14,10,10,1.0,5951395,1:42.883,4.0,7,0,0,6,23056.333333333332,0,Finished
3,1,1,25.0,5818226,1:40.415,85.0,2,1,1,6,20659.333333333332,1,Finished
2,4,4,12.0,5828226,1:40.623,85.0,2,1,0,6,21924.666666666668,0,Finished
1,2,2,18.0,5823424,1:41.321,105.0,1,2,2,3,21764.0,0,Finished
18,3,3,15.0,5825781,1:38.993,105.0,1,2,0,6,21888.333333333332,0,Finished
4,5,5,10.0,5831674,1:41.166,16.0,5,0,0,6,21165.333333333332,0,Finished
14,8,8,4.0,5849252,1:41.215,16.0,5,0,0,6,21295.333333333332,0,Finished
6,6,6,8.0,5834066,1:41.678,50.0,3,0,0,3,21396.0,0,Finished
5,7,7,6.0,5848848,1:42.070,50.0,3,0,0,3,21887.5,0,Finished
10,9,9,2.0,5875630,1:41.261,32.0,4,0,0,3,21993.0,0,Finished
16,12,12,0.0,5890965,1:42.406,32.0,4,0,0,3,22018.5,0,Finished
13,10,10,1.0,5881499,1:42.577,7.0,6,0,0,3,21895.5,0,Finished
8,11,11,0.0,5886983,1:42.614,4.0,8,0,0,3,21603.5,0,Finished
15,13,13,0.0,5908415,1:42.031,0.0,10,0,0,3,21595.0,0,Finished
9,14,14,0.0,5908897,1:41.696,4.0,7,0,0,6,22886.666666666668,0,Finished
1,1,1,25.0,5417558,1:29.937,148.0,1,3,3,10,20402.25,1,Finished
2,2,2,18.0,5426365,1:29.703,148.0,1,3,0,10,21100.25,0,Finished
5,3,3,15.0,5427633,1:30.279,65.0,3,0,0,10,21530.25,0,Finished
10,11,11,0.0,5497381,1:31.118,65.0,3,0,0,10,23375.0,0,Finished
4,4,4,12.0,5457790,1:30.108,105.0,2,1,1,10,24909.25,0,Finished
6,6,6,8.0,5476989,1:31.167,105.0,2,1,0,6,21808.0,0,Finished
3,5,5,10.0,5465097,1:30.573,26.0,5,0,0,10,21189.25,0,Finished
8,12,12,0.0,5503002,1:31.153,26.0,5,0,0,10,23016.25,0,Finished
9,7,7,6.0,5478415,1:30.158,42.0,4,0,0,10,21743.75,0,Finished
7,8,8,4.0,5485726,1:30.618,42.0,4,0,0,10,21561.25,0,Finished
16,9,9,2.0,5486952,1:31.360,6.0,7,0,0,6,21976.333333333332,0,Finished
2,1,1,25.0,5943301,1:27.162,185.0,1,4,4,10,20214.5,1,Finished
1,4,4,12.0,5991267,1:27.187,185.0,1,4,0,10,20305.75,0,Finished
3,2,2,18.0,5943931,1:26.727,138.0,2,1,1,10,20364.25,0,Finished
5,3,3,15.0,5978998,1:27.518,138.0,2,1,0,6,20295.0,0,Finished
1,1,1,25.0,7778373,1:16.267,222.0,1,5,5,1,28536.0,1,Finished
3,4,4,12.0,7801474,1:16.234,222.0,1,5,0,3,32002.0,0,Finished
4,2,2,18.0,7779511,1:16.471,93.0,3,0,0,3,28367.0,0,Finished
2,3,3,15.0,7780751,1:16.463,161.0,2,1,0,6,25457.0,0,Finished
9,6,6,8.0,7805583,1:17.847,161.0,2,1,1,6,25923.0,0,Finished
12,5,5,10.0,7805289,1:18.308,21.0,6,0,0,1,28642.0,0,Finished
7,1,1,25.0,14679537,1:16.956,186.0,2,2,1,21,23511.166666666668,1,Finished
1,2,2,18.0,14682246,1:17.217,255.0,1,5,5,6,23118.666666666668,0,Finished
4,3,3,15.0,14693365,1:19.572,255.0,1,5,0,6,24906.0,0,Finished
8,4,4,12.0,14693756,1:19.138,52.0,5,0,0,10,23592.25,0,Finished
6,11,11,0.0,14729991,1:20.071,52.0,5,0,0,10,22882.0,0,Finished
10,5,5,10.0,14699932,1:19.054,60.0,4,0,0,3,23980.5,0,Finished
3,6,6,8.0,14712762,1:19.148,101.0,3,0,0,10,24633.5,0,Finished
13,7,7,6.0,14712807,1:20.213,27.0,6,0,0,3,24152.5,0,Finished
17,12,12,0.0,14743144,1:20.369,27.0,6,0,0,3,27163.5,0,Finished
24,8,8,4.0,14715501,1:20.371,12.0,7,0,0,6,24748.666666666668,0,Finished
15,10,10,1.0,14726593,1:19.507,12.0,7,0,0,10,24782.25,0,Finished
16,9,9,2.0,14724654,1:20.316,4.0,9,0,0,10,24028.5,0,Finished
1,1,1,25.0,5976169,1:41.852,295.0,1,6,6,6,20592.666666666668,1,Finished
2,3,3,15.0,6003424,1:42.534,295.0,1,6,0,6,20383.666666666668,0,Finished
4,2,2,18.0,5987060,1:42.308,129.0,3,0,0,6,20721.333333333332,0,Finished
5,5,5,10.0,6027874,1:42.705,129.0,3,0,0,6,22219.666666666668,0,Finished
3,4,4,12.0,6022359,1:42.947,206.0,2,2,1,6,20529.0,0,Finished
6,6,6,8.0,6036234,1:42.340,206.0,2,2,1,6,20600.333333333332,0,Finished
7,7,7,6.0,6074259,1:43.649,58.0,5,0,0,6,21832.333333333332,0,Finished
3,1,1,25.0,5321196,1:34.908,164.0,3,1,1,6,24671.333333333332,1,Finished
4,5,5,10.0,5350206,1:35.474,164.0,3,1,0,6,23775.333333333332,0,Finished
2,2,2,18.0,5337707,1:35.565,328.0,1,6,6,6,26504.333333333332,0,Finished
1,3,3,15.0,5338143,1:35.665,328.0,1,6,0,6,24416.0,0,Finished
10,4,4,12.0,5350182,1:36.180,218.0,2,2,1,6,24168.333333333332,0,Finished
9,6,6,8.0,5381861,1:37.073,68.0,4,0,0,3,24560.5,0,Finished
13,9,9,2.0,5399108,1:37.034,68.0,4,0,0,6,28881.333333333332,0,Finished
12,7,7,6.0,5386786,1:36.656,33.0,6,0,0,3,25502.5,0,Finished
16,8,8,4.0,5396738,1:37.117,65.0,5,0,0,3,24575.0,0,Finished
14,12,12,0.0,5401877,1:36.308,65.0,5,0,0,3,24526.0,0,Finished
18,10,10,1.0,5400304,1:37.160,17.0,7,0,0,3,24407.0,0,Finished
11,11,11,0.0,5400908,1:36.744,12.0,8,0,0,6,25684.666666666668,0,Finished
2,1,1,25.0,5850334,1:34.302,243.0,2,3,2,6,20627.0,1,Finished
4,2,2,18.0,5854314,1:34.626,192.0,3,1,1,6,20146.666666666668,0,Finished
5,5,5,10.0,5902586,1:34.609,192.0,3,1,0,6,20810.666666666668,0,Finished
1,3,3,15.0,5860122,1:34.468,355.0,1,6,0,6,20687.666666666668,0,Finished
3,4,4,12.0,5898255,1:34.587,355.0,1,6,6,6,20259.333333333332,0,Finished
8,6,6,8.0,5936542,1:36.653,20.0,7,0,0,3,20859.0,0,Finished
3,1,1,25.0,6402337,1:23.937,280.0,2,4,2,6,20965.666666666668,1,Finished
2,4,4,12.0,6450675,1:23.661,280.0,2,4,2,21,19866.666666666668,0,Finished
1,2,2,18.0,6405925,1:23.875,383.0,1,6,6,6,20321.666666666668,0,Finished
6,5,5,10.0,6452079,1:23.718,383.0,1,6,0,15,20672.8,0,Finished
5,3,3,15.0,6422156,1:23.711,215.0,3,1,1,10,21539.0,0,Finished
4,6,6,8.0,6485513,1:23.415,215.0,3,1,0,10,21760.25,0,Finished
1,1,1,25.0,5204893,1:50.451,426.0,1,7,7,6,21031.666666666668,1,Finished
3,2,2,18.0,5208634,1:49.883,426.0,1,7,0,3,20981.0,0,Finished
13,3,3,15.0,5214562,1:50.062,295.0,2,4,2,6,23147.333333333332,0,Finished
8,4,4,12.0,5217915,1:51.107,231.0,3,1,1,3,21118.5,0,Finished
4,8,8,4.0,5270969,1:51.564,231.0,3,1,0,6,21869.333333333332,0,Finished
5,6,6,8.0,5253567,1:52.263,98.0,4,0,0,3,22130.5,0,Finished
15,7,7,6.0,5264606,1:52.591,32.0,7,0,0,3,21878.0,0,Finished
17,11,11,0.0,5288887,1:53.223,32.0,7,0,0,3,21342.0,0,Finished
10,9,9,2.0,5276810,1:52.432,68.0,5,0,0,3,21687.0,0,Finished
7,13,13,0.0,5297878,1:53.585,68.0,5,0,0,6,21839.666666666668,0,Finished
21,10,10,1.0,5282508,1:53.362,5.0,9,0,0,3,21862.0,0,Finished
12,12,12,0.0,5296869,1:53.871,35.0,6,0,0,3,22715.0,0,Finished
1,1,1,25.0,4846172,1:26.557,451.0,1,8,8,3,21751.0,1,Finished
3,2,2,18.0,4855762,1:26.207,325.0,2,4,2,3,21877.5,0,Finished
2,4,4,12.0,4863589,1:26.187,325.0,2,4,2,3,21979.5,0,Finished
4,3,3,15.0,4863081,1:27.191,254.0,3,1,1,3,22264.0,0,Finished
6,6,6,8.0,4889165,1:26.924,254.0,3,1,0,3,21984.5,0,Finished
8,5,5,10.0,4878849,1:27.402,108.0,4,0,0,3,22361.5,0,Finished
1,1,1,25.0,7146757,1:48.688,491.0,1,9,9,6,30542.666666666668,1,Finished
2,3,3,15.0,7176036,1:50.088,491.0,1,9,0,6,30693.0,0,Finished
3,2,2,18.0,7148494,1:48.454,353.0,2,4,2,6,30131.666666666668,0,Finished
4,5,5,10.0,7214523,1:50.832,353.0,2,4,2,15,29704.4,0,Finished
5,4,4,12.0,7202206,1:50.891,268.0,3,1,1,6,30326.666666666668,0,Finished
10,6,6,8.0,7257824,1:54.239,48.0,6,0,0,3,30234.0,0,Finished
2,1,1,25.0,5453427,1:36.568,388.0,2,5,3,6,20935.0,1,Finished
3,5,5,10.0,5477695,1:37.645,388.0,2,5,2,6,21734.666666666668,0,Finished
5,2,2,18.0,5454587,1:36.682,292.0,3,1,1,6,21065.666666666668,0,Finished
4,7,7,6.0,5481667,1:37.800,292.0,3,1,0,6,21209.0,0,Finished
1,3,3,15.0,5455433,1:36.916,518.0,1,9,9,6,21891.666666666668,0,Finished
6,4,4,12.0,5461498,1:36.828,518.0,1,9,0,6,21548.0,0,Finished
8,6,6,8.0,5480547,1:37.916,123.0,4,0,0,6,21372.0,0,Finished
23,10,10,1.0,5497749,1:36.614,123.0,4,0,0,6,20683.0,0,Finished
17,8,8,4.0,5492804,1:36.569,40.0,7,0,0,3,23058.0,0,Finished
7,13,13,0.0,5517132,1:39.724,40.0,7,0,0,3,23281.0,0,Finished
10,9,9,2.0,5496034,1:37.053,72.0,5,0,0,3,21068.0,0,Finished
9,16,16,0.0,5526055,1:38.407,72.0,5,0,0,3,24196.5,0,Finished
11,11,11,0.0,5507874,1:38.133,48.0,6,0,0,6,21562.333333333332,0,Finished
12,12,12,0.0,5515753,1:37.970,48.0,6,0,0,6,21827.0,0,Finished
14,14,14,0.0,5517621,1:37.645,5.0,9,0,0,6,21142.0,0,Finished
13,17,17,0.0,5527618,1:39.080,5.0,9,0,0,6,22252.0,0,Finished
16,15,15,0.0,5520050,1:37.411,29.0,8,0,0,3,22188.0,0,Finished
18,18,18,0.0,5541251,1:39.297,0.0,10,0,0,6,21821.0,0,Finished
19,19,19,0.0,5549567,1:39.561,0.0,10,0,0,6,22008.333333333332,0,Finished
2,1,1,25.0,5881994,1:39.605,558.0,1,10,10,3,20077.5,1,Finished
4,3,3,15.0,5894471,1:40.294,558.0,1,10,0,3,20814.0,0,Finished
1,2,2,18.0,5894013,1:40.459,418.0,2,5,2,3,20715.0,0,Finished
3,4,4,12.0,5896688,1:40.709,418.0,2,5,3,3,20762.0,0,Finished
6,5,5,10.0,5897683,1:40.547,310.0,3,1,1,3,20808.5,0,Finished
5,6,6,8.0,5907127,1:40.541,310.0,3,1,0,3,22361.0,0,Finished
11,7,7,6.0,5931532,1:40.940,37.0,8,0,0,3,22313.0,0,Finished
13,9,9,2.0,5944756,1:40.537,37.0,8,0,0,3,22045.0,0,Finished
7,8,8,4.0,5936047,1:41.770,127.0,4,0,0,3,20431.5,0,Finished
9,10,10,1.0,5950596,1:42.102,49.0,6,0,0,3,21567.5,0,Finished
10,11,11,0.0,5953223,1:42.014,49.0,6,0,0,3,23368.0,0,Finished
18,12,12,0.0,5975062,1:42.371,5.0,9,0,0,3,22034.5,0,Finished
1,1,1,25.0,5435002,1:27.249,595.0,1,11,11,3,21432.0,1,Finished
2,4,4,12.0,5460531,1:27.520,595.0,1,11,0,3,21316.0,0,Finished
4,2,2,18.0,5443435,1:27.967,442.0,2,5,3,3,21465.0,0,Finished
5,7,7,6.0,5519185,1:28.721,442.0,2,5,2,6,23965.0,0,Finished
3,3,3,15.0,5459303,1:27.953,325.0,3,1,1,3,21814.0,0,Finished
11,5,5,10.0,5500423,1:28.549,145.0,4,0,0,3,21187.5,0,Finished
7,6,6,8.0,5501853,1:28.600,145.0,4,0,0,3,22063.5,0,Finished
2,1,1,25.0,5831886,1:43.461,482.0,2,6,3,3,19394.5,1,Finished
3,3,3,15.0,5857767,1:43.154,482.0,2,6,3,3,20604.5,0,Finished
5,2,2,18.0,5840343,1:43.914,353.0,3,1,1,3,20762.5,0,Finished
6,5,5,10.0,5882464,1:44.288,353.0,3,1,0,3,20253.0,0,Finished
4,4,4,12.0,5867670,1:42.612,607.0,1,11,0,6,21569.0,0,Finished
7,6,6,8.0,5884203,1:43.993,159.0,4,0,0,3,19846.0,0,Finished
8,7,7,6.0,5907850,1:44.916,159.0,4,0,0,3,20149.0,0,Finished
9,8,8,4.0,5909008,1:44.709,57.0,6,0,0,3,20485.0,0,Finished
10,9,9,2.0,5932973,1:44.120,57.0,6,0,0,1,20216.0,0,Finished
2,1,1,25.0,5537464,1:15.324,650.0,1,12,1,6,20842.0,1,Finished
1,2,2,18.0,5554447,1:16.076,650.0,1,12,11,6,21224.333333333332,0,Finished
3,3,3,15.0,5565102,1:15.580,497.0,2,6,3,6,21542.0,0,Finished
5,4,4,12.0,5572512,1:16.181,375.0,3,1,1,6,20729.666666666668,0,Finished
7,5,5,10.0,5604197,1:17.271,375.0,3,1,0,3,21374.5,0,Finished
2,1,1,25.0,5649565,1:29.187,40.0,1,1,1,3,23056.0,1,Finished
1,3,3,15.0,5653640,1:29.538,40.0,1,1,0,3,23163.0,0,Finished
6,2,2,18.0,5651704,1:29.417,30.0,2,0,0,3,24193.5,0,Finished
5,4,4,12.0,5654112,1:29.438,30.0,2,0,0,3,23108.5,0,Finished
12,5,5,10.0,5671130,1:30.277,10.0,4,0,0,3,21972.5,0,Finished
13,6,6,8.0,5686331,1:30.620,12.0,3,0,0,3,24754.0,0,Finished
22,8,8,4.0,5689023,1:30.843,12.0,3,0,0,1,23882.0,0,Finished
17,7,7,6.0,5687579,1:30.759,6.0,5,0,0,3,24095.5,0,Finished
10,9,9,2.0,5689121,1:30.592,2.0,6,0,0,6,26641.333333333332,0,Finished
11,11,11,0.0,5689413,1:30.274,2.0,6,0,0,3,23386.0,0,Finished
15,10,10,1.0,5689302,1:30.605,1.0,7,0,0,3,24756.0,0,Finished
7,12,12,0.0,5707207,1:30.931,0.0,8,0,0,3,23110.0,0,Finished
8,1,1,25.0,9891812,1:41.680,35.0,3,1,1,6,23350.333333333332,1,Finished
12,15,15,0.0,9989131,1:42.051,35.0,3,1,0,10,24629.5,0,Finished
9,2,2,18.0,9894075,1:41.021,30.0,4,0,0,6,24911.333333333332,0,Finished
1,3,3,15.0,9906403,1:41.539,55.0,1,1,0,6,26190.0,0,Finished
2,14,14,0.0,9971531,1:42.100,55.0,1,1,1,15,26746.0,0,Finished
4,4,4,12.0,9909500,1:41.017,42.0,2,0,0,6,24700.333333333332,0,Finished
5,11,11,0.0,9967339,1:41.342,42.0,2,0,0,10,24649.25,0,Finished
10,5,5,10.0,9921268,1:40.722,16.0,5,0,0,6,25856.666666666668,0,Finished
13,6,6,8.0,9929479,1:41.404,8.0,7,0,0,10,26519.75,0,Finished
14,7,7,6.0,9936224,1:41.819,9.0,6,0,0,6,23006.333333333332,0,Finished
16,9,9,2.0,9939704,1:42.173,9.0,6,0,0,6,23587.666666666668,0,Finished
18,8,8,4.0,9938797,1:41.922,6.0,8,0,0,3,23779.5,0,Finished
15,12,12,0.0,9968640,1:41.756,6.0,8,0,0,10,24066.75,0,Finished
3,10,10,1.0,9941808,1:41.760,1.0,9,0,0,6,23696.0,0,Finished
7,13,13,0.0,9970405,1:41.863,1.0,9,0,0,10,24270.0,0,Finished
1,1,1,25.0,5786929,1:40.967,26.0,5,1,1,3,20879.0,1,Finished
5,2,2,18.0,5807555,1:40.422,88.0,1,1,1,6,22551.666666666668,0,Finished
7,3,3,15.0,5812941,1:40.530,88.0,1,1,0,6,20590.333333333332,0,Finished
6,4,4,12.0,5814853,1:40.490,64.0,2,0,0,6,20440.666666666668,0,Finished
11,5,5,10.0,5817412,1:40.601,64.0,2,0,0,3,21297.5,0,Finished
10,6,6,8.0,5818420,1:41.120,24.0,6,0,0,3,23509.5,0,Finished
4,14,14,0.0,5837502,1:41.794,24.0,6,0,0,3,21463.5,0,Finished
14,7,7,6.0,5821526,1:41.293,18.0,7,0,0,3,21253.5,0,Finished
13,8,8,4.0,5822572,1:40.482,18.0,7,0,0,3,21399.0,0,Finished
9,9,9,2.0,5824185,1:41.152,37.0,3,1,1,6,20152.0,0,Finished
12,13,13,0.0,5829708,1:41.240,37.0,3,1,0,3,20150.5,0,Finished
3,10,10,1.0,5825649,1:39.960,31.0,4,0,0,6,21452.666666666668,0,Finished
8,11,11,0.0,5827995,1:41.071,31.0,4,0,0,3,22787.0,0,Finished
15,12,12,0.0,5829202,1:41.498,9.0,8,0,0,3,20696.5,0,Finished
16,15,15,0.0,5838142,1:40.977,9.0,8,0,0,3,26717.0,0,Finished
24,16,16,0.0,5838685,1:40.019,6.0,9,0,0,6,22996.333333333332,0,Finished
17,17,17,0.0,5850085,1:41.251,6.0,9,0,0,3,22101.0,0,Finished
1,1,1,25.0,5710990,1:36.379,101.0,1,1,1,6,22178.0,1,Finished
3,4,4,12.0,5749778,1:37.437,101.0,1,1,0,6,22196.666666666668,0,Finished
11,2,2,18.0,5714323,1:37.116,57.0,3,0,0,6,22457.0,0,Finished
7,3,3,15.0,5721184,1:36.928,57.0,3,0,0,6,22968.333333333332,0,Finished
5,5,5,10.0,5766450,1:38.080,37.0,5,1,1,6,22339.666666666668,0,Finished
22,10,10,1.0,5782480,1:38.128,37.0,5,1,0,6,22092.0,0,Finished
10,6,6,8.0,5768533,1:38.372,17.0,8,0,0,3,22276.0,0,Finished
13,12,12,0.0,5787529,1:38.312,17.0,8,0,0,6,22473.0,0,Finished
9,7,7,6.0,5768793,1:38.203,45.0,4,1,1,6,22916.666666666668,0,Finished
14,9,9,2.0,5775989,1:38.123,45.0,4,1,0,6,22486.0,0,Finished
2,8,8,4.0,5769974,1:37.733,92.0,2,1,0,6,27553.0,0,Finished
8,11,11,0.0,5783692,1:38.146,31.0,6,0,0,6,23253.333333333332,0,Finished
12,13,13,0.0,5801324,1:36.700,31.0,6,0,0,6,24340.666666666668,0,Finished
17,14,14,0.0,5804713,1:37.058,6.0,9,0,0,6,22785.666666666668,0,Finished
1,1,1,25.0,5949145,1:27.906,43.0,6,1,1,6,21222.333333333332,1,Finished
2,2,2,18.0,5952340,1:27.390,63.0,4,1,1,6,19863.0,0,Finished
4,3,3,15.0,5953029,1:26.938,84.0,3,0,0,6,20383.666666666668,0,Finished
3,4,4,12.0,5963944,1:26.250,84.0,3,0,0,6,20824.333333333332,0,Finished
9,5,5,10.0,6013786,1:28.266,41.0,7,0,0,6,21317.333333333332,0,Finished
7,6,6,8.0,6016721,1:27.768,109.0,1,1,1,10,19711.75,0,Finished
6,7,7,6.0,6027064,1:28.150,43.0,5,1,1,6,20252.666666666668,0,Finished
24,8,8,4.0,6027285,1:28.918,98.0,2,1,0,3,20971.5,0,Finished
10,9,9,2.0,6034391,1:28.624,98.0,2,1,1,6,20427.333333333332,0,Finished
1,1,1,25.0,6366557,1:18.805,146.0,1,2,1,1,25566.0,1,Finished
9,4,4,12.0,6367900,1:19.076,146.0,1,2,1,1,25079.0,0,Finished
2,2,2,18.0,6367200,1:18.977,61.0,5,1,1,1,24874.0,0,Finished
5,3,3,15.0,6367504,1:18.857,86.0,3,1,1,1,25220.0,0,Finished
7,6,6,8.0,6372752,1:19.101,86.0,3,1,0,1,24993.0,0,Finished
3,5,5,10.0,6370658,1:18.806,108.0,2,1,0,1,25748.0,0,Finished
14,7,7,6.0,6408094,1:19.757,28.0,8,0,0,1,25642.0,0,Finished
10,8,8,4.0,6409119,1:18.423,28.0,8,0,0,1,26447.0,0,Finished
8,9,9,2.0,6410593,1:19.246,86.0,4,0,0,1,26380.0,0,Finished
13,10,10,1.0,6411073,1:19.187,44.0,6,1,0,1,26410.0,0,Finished
2,1,1,25.0,5549586,1:17.020,133.0,2,2,1,3,21952.5,1,Finished
7,2,2,18.0,5552099,1:17.264,108.0,3,0,0,1,21830.0,0,Finished
12,8,8,4.0,5565153,1:16.764,108.0,3,0,0,1,21534.0,0,Finished
15,3,3,15.0,5554846,1:16.414,58.0,6,0,0,1,21407.0,0,Finished
11,9,9,2.0,5574018,1:17.464,58.0,6,0,0,1,21453.0,0,Finished
1,4,4,12.0,5556881,1:15.752,164.0,1,2,1,3,22033.5,0,Finished
4,7,7,6.0,5564671,1:17.131,164.0,1,2,1,3,21226.5,0,Finished
3,5,5,10.0,5562997,1:17.820,97.0,4,1,1,1,21133.0,0,Finished
6,10,10,1.0,5574858,1:16.182,97.0,4,1,0,3,21121.5,0,Finished
5,6,6,8.0,5563428,1:17.060,69.0,5,1,1,3,21200.5,0,Finished
8,11,11,0.0,5587279,1:17.219,28.0,8,0,0,3,21611.5,0,Finished
13,12,12,0.0,5595822,1:17.202,28.0,8,0,0,3,24121.5,0,Finished
22,13,13,0.0,5596638,1:17.489,44.0,7,1,1,1,22704.0,0,Finished
14,14,14,0.0,5614061,1:16.609,6.0,9,0,0,3,21623.5,0,Finished
11,1,1,25.0,6256649,1:43.666,122.0,4,2,2,3,20253.5,1,Finished
5,2,2,18.0,6263070,1:43.686,126.0,3,0,0,3,21491.0,0,Finished
12,3,3,15.0,6269288,1:43.099,92.0,5,1,0,3,20259.0,0,Finished
6,6,6,8.0,6277825,1:42.163,92.0,5,1,1,3,20370.0,0,Finished
19,4,4,12.0,6270277,1:42.717,176.0,1,2,1,3,20234.0,0,Finished
8,5,5,10.0,6276642,1:44.226,44.0,8,0,0,3,20765.0,0,Finished
10,7,7,6.0,6279515,1:44.101,44.0,8,0,0,1,20295.0,0,Finished
9,8,8,4.0,6281302,1:44.806,137.0,2,2,1,3,19943.0,0,Finished
15,9,9,2.0,6284426,1:43.526,60.0,6,0,0,3,20968.0,0,Finished
14,10,10,1.0,6292610,1:44.111,45.0,7,1,0,3,21549.5,0,Finished
3,12,12,0.0,6311279,1:44.064,45.0,7,1,1,3,21433.5,0,Finished
17,11,11,0.0,6293690,1:43.674,6.0,9,0,0,3,21903.0,0,Finished
20,13,13,0.0,6332520,1:44.253,0.0,10,0,0,10,23539.25,0,Finished
16,14,14,0.0,6351303,1:45.294,0.0,10,0,0,3,22742.5,0,Finished
23,15,15,0.0,6353200,1:46.701,0.0,11,0,0,3,27237.0,0,Finished
2,1,1,25.0,5111288,1:34.934,216.0,1,3,2,3,25516.5,1,Finished
4,3,3,15.0,5116124,1:34.897,216.0,1,3,1,3,25574.0,0,Finished
1,2,2,18.0,5114348,1:35.385,152.0,2,2,2,3,25185.0,0,Finished
5,4,4,12.0,5120807,1:35.041,152.0,2,2,0,3,25217.5,0,Finished
6,5,5,10.0,5121602,1:34.661,144.0,3,0,0,3,25726.0,0,Finished
9,6,6,8.0,5128389,1:34.884,144.0,3,0,0,3,29794.5,0,Finished
3,7,7,6.0,5140441,1:35.191,98.0,5,1,0,3,25745.0,0,Finished
11,15,15,0.0,5168682,1:35.750,98.0,5,1,1,3,29359.0,0,Finished
8,8,8,4.0,5147751,1:36.173,142.0,4,2,1,3,24750.5,0,Finished
16,10,10,1.0,5155732,1:36.086,142.0,4,2,1,3,24950.0,0,Finished
13,9,9,2.0,5154635,1:35.863,47.0,7,1,0,3,26278.0,0,Finished
17,11,11,0.0,5156658,1:35.478,60.0,6,0,0,3,33026.5,0,Finished
14,12,12,0.0,5159144,1:35.981,44.0,8,0,0,3,25752.0,0,Finished
12,13,13,0.0,5162529,1:35.448,6.0,9,0,0,3,25619.5,0,Finished
23,14,14,0.0,5164601,1:35.514,6.0,9,0,0,3,26344.5,0,Finished
1,1,1,25.0,5465862,1:19.044,177.0,2,3,3,3,17756.0,1,Finished
13,12,12,0.0,5537290,1:19.225,177.0,2,3,0,6,20622.0,0,Finished
6,2,2,18.0,5472811,1:19.469,160.0,3,2,1,3,17349.0,0,Finished
10,3,3,15.0,5482271,1:19.719,159.0,4,0,0,3,17868.5,0,Finished
12,4,4,12.0,5487787,1:19.485,80.0,6,0,0,3,19040.5,0,Finished
17,6,6,8.0,5493758,1:19.270,80.0,6,0,0,3,18171.0,0,Finished
2,5,5,10.0,5489594,1:19.161,230.0,1,3,1,3,17685.5,0,Finished
8,8,8,4.0,5512803,1:19.794,230.0,1,3,2,3,17771.5,0,Finished
3,7,7,6.0,5494832,1:18.725,105.0,5,1,0,6,18196.0,0,Finished
21,10,10,1.0,5514751,1:19.105,105.0,5,1,1,6,18343.333333333332,0,Finished
4,9,9,2.0,5514024,1:19.372,46.0,8,0,0,6,18364.333333333332,0,Finished
9,11,11,0.0,5525089,1:19.717,46.0,8,0,0,3,17933.5,0,Finished
11,13,13,0.0,5542691,1:20.066,6.0,9,0,0,3,18182.0,0,Finished
15,14,14,0.0,5542827,1:19.645,6.0,9,0,0,6,19091.666666666668,0,Finished
1,1,1,25.0,6065503,1:25.677,193.0,2,3,2,3,19747.5,1,Finished
4,6,6,8.0,6095746,1:25.831,193.0,2,3,1,6,19615.333333333332,0,Finished
5,2,2,18.0,6066535,1:25.728,192.0,3,0,0,3,19929.5,0,Finished
2,3,3,15.0,6076021,1:26.050,192.0,3,0,0,3,21191.0,0,Finished
3,4,4,12.0,6077117,1:24.136,246.0,1,3,1,6,19225.0,0,Finished
11,8,8,4.0,6099961,1:25.402,246.0,1,3,2,6,19390.666666666668,0,Finished
6,5,5,10.0,6092156,1:25.738,189.0,4,3,3,3,19517.0,0,Finished
7,9,9,2.0,6103853,1:25.920,189.0,4,3,0,3,19949.0,0,Finished
9,7,7,6.0,6099402,1:26.248,53.0,7,1,0,3,20408.5,0,Finished
8,13,13,0.0,6129109,1:25.723,53.0,7,1,1,6,17755.0,0,Finished
13,10,10,1.0,6116737,1:25.830,106.0,5,1,1,3,20492.0,0,Finished
10,11,11,0.0,6122786,1:26.073,46.0,8,0,0,3,20671.5,0,Finished
